OBJECTID,Shape,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD 
9257,"(836890.6638000001, 1184887.8968000002)",54347,90236038,90236,38.0,"CL 71A 41-45, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,836890.6638,1184887.8968,-75.55122641,6.26601267
9258,"(836910.7312, 1189226.5818)",54354,90205002,90205,2.0,"CL 123 49B-07, Medellin",Reglamentaria,Origen-Destino,23,Popular N° 1,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836910.7312,1189226.5818,-75.55104407,6.30523642
9259,"(836910.7312, 1189226.5818)",54354,90207076,90207,76.0,"CL 123 49B-07, Medellin",Reglamentaria,Destino-Origen,24,Playón de los Comuneros - Oriental,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836910.7312,1189226.5818,-75.55104407,6.30523642
9260,"(836910.7312, 1189226.5818)",54354,90206076,90206,76.0,"CL 123 49B-07, Medellin",Reglamentaria,Destino-Origen,24,Playón de los Comuneros,6B,Directa Centro,Transporte Aranjuez Santa Cruz,836910.7312,1189226.5818,-75.55104407,6.30523642
9261,"(837474.9044, 1188800.4557)",54627,90218002,90218,2.0,"CL 118 42BB-04, Medellin",Reglamentaria,Origen-Destino,37 - 39,Ferrocarril Minorista,6C,Directa Centro,Autocol,837474.9044,1188800.4557,-75.54594673,6.30138388
9262,"(837474.9044, 1188800.4557)",54627,90219002,90219,2.0,"CL 118 42BB-04, Medellin",Reglamentaria,Origen-Destino,37 - 39,Villanueva,6C,Directa Centro,Autocol,837474.9044,1188800.4557,-75.54594673,6.30138388
9263,"(837474.9044, 1188800.4557)",54627,90217002,90217,2.0,"CL 118 42BB-04, Medellin",Reglamentaria,Origen-Destino,37 - 39,Hueco,6C,Directa Centro,Autocol,837474.9044,1188800.4557,-75.54594673,6.30138388
9264,"(837480.1722, 1186307.6997)",54633,90238003,90238,3.0,"CR 34 86A-, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,837480.1722,1186307.6997,-75.54589995,6.27884819
9265,"(837485.0911, 1186200.6138)",54641,90238067,90238,67.0,"CL 85E 32-71, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,837485.0911,1186200.6138,-75.54585554,6.27788008
9266,"(837848.2220000001, 1187331.5637000003)",54824,90235006,90235,6.0,"CR 31 98-72, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,837848.222,1187331.5637,-75.54257428,6.28810427
9267,"(837861.3876, 1181789.186)",54830,90278031,90278,31.0,"CL 54 17B-77, Medellin",Reglamentaria,Destino-Origen,107,Perlas,6H,Directa Centro,Cootransvi,837861.3876,1181789.186,-75.54245746,6.23799856
9268,"(837861.3876, 1181789.186)",54830,90357039,90357,39.0,"CL 54 17B-77, Medellin",Reglamentaria,Destino-Origen,107 ,Perlas Minorista,6H,Directa Centro,Cootransvi,837861.3876,1181789.186,-75.54245746,6.23799856
9269,"(837875.6708, 1181527.7824)",54837,90277040,90277,40.0,"CR 16 50-20, Medellin",Reglamentaria,Destino-Origen,103,Mirlas Minorista,6H,Directa Centro,Cootransi,837875.6708,1181527.7824,-75.54232853,6.23563534
9270,"(837875.6708, 1181527.7824)",54837,90274035,90274,35.0,"CR 16 50-20, Medellin",Reglamentaria,Destino-Origen,103,Sierra,6H,Directa Centro,Cootransi,837875.6708,1181527.7824,-75.54232853,6.23563534
9271,"(837875.6708, 1181527.7824)",54837,90276032,90276,32.0,"CR 16 50-20, Medellin",Reglamentaria,Destino-Origen,103,Mirlas,6H,Directa Centro,Cootransi,837875.6708,1181527.7824,-75.54232853,6.23563534
9272,"(837875.6708, 1181527.7824)",54837,90275043,90275,43.0,"CR 16 50-20, Medellin",Reglamentaria,Destino-Origen,103,Sierra Minorista,6H,Directa Centro,Cootransi,837875.6708,1181527.7824,-75.54232853,6.23563534
9273,"(837900.6059, 1187193.5433)",54843,90235004,90235,4.0,"CR 29 97A-06, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,837900.6059,1187193.5433,-75.54210104,6.28685648
9274,"(837941.2167000001, 1181636.2818)",54858,90268033,90268,33.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,837941.2167,1181636.2818,-75.54173634,6.2366162
9275,"(837941.2167000001, 1181636.2818)",54858,90272033,90272,33.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,95,Villatina  ,6H,Directa Centro,Copatra,837941.2167,1181636.2818,-75.54173634,6.2366162
9276,"(837941.2167000001, 1181636.2818)",54858,90277041,90277,41.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,103,Mirlas Minorista,6H,Directa Centro,Cootransi,837941.2167,1181636.2818,-75.54173634,6.2366162
9277,"(837941.2167000001, 1181636.2818)",54858,90275044,90275,44.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,103,Sierra Minorista,6H,Directa Centro,Cootransi,837941.2167,1181636.2818,-75.54173634,6.2366162
9278,"(837941.2167000001, 1181636.2818)",54858,90274036,90274,36.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,103,Sierra,6H,Directa Centro,Cootransi,837941.2167,1181636.2818,-75.54173634,6.2366162
9279,"(837941.2167000001, 1181636.2818)",54858,90276033,90276,33.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,103,Mirlas,6H,Directa Centro,Cootransi,837941.2167,1181636.2818,-75.54173634,6.2366162
9280,"(837941.2167000001, 1181636.2818)",54858,90266033,90266,33.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma,6H,Directa Centro,Copatra,837941.2167,1181636.2818,-75.54173634,6.2366162
9281,"(837941.2167000001, 1181636.2818)",54858,90273036,90273,36.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,95,Villatina Minorista,6H,Directa Centro,Copatra,837941.2167,1181636.2818,-75.54173634,6.2366162
9282,"(837941.2167000001, 1181636.2818)",54858,90279040,90279,40.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,837941.2167,1181636.2818,-75.54173634,6.2366162
9283,"(837941.2167000001, 1181636.2818)",54858,90267033,90267,33.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,93,Caicedo,6H,Directa Centro,Copatra,837941.2167,1181636.2818,-75.54173634,6.2366162
9284,"(837941.2167000001, 1181636.2818)",54858,90269025,90269,25.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,94,Santa Lucía,6H,Directa Centro,Copatra,837941.2167,1181636.2818,-75.54173634,6.2366162
9285,"(837941.2167000001, 1181636.2818)",54858,90281035,90281,35.0,"CL 52 16-71, Medellin",Reglamentaria,Destino-Origen,107,San Antonio,6H,Directa Centro,Cootransvi,837941.2167,1181636.2818,-75.54173634,6.2366162
9286,"(837973.3106, 1187197.6108)",54864,90235003,90235,3.0,"CL 97A 24F-90, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,837973.3106,1187197.6108,-75.54144415,6.28689323
9287,"(837994.0266, 1184730.037)",54871,90337008,90337,8.0,"CL 70B 27-14, Medellin",Reglamentaria,Origen-Destino,085 L H MINO,La Honda Minorista,6D,Directa Centro,Cootracovi,837994.0266,1184730.037,-75.54125799,6.26458519
9288,"(837994.0266, 1184730.037)",54871,90232008,90232,8.0,"CL 70B 27-14, Medellin",Reglamentaria,Origen-Destino,085,La Honda,6D,Directa Centro,Cootracovi,837994.0266,1184730.037,-75.54125799,6.26458519
9289,"(838040.56, 1185818.4342)",54882,90236093,90236,93.0,"CL 83B 25C-08, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,838040.56,1185818.4342,-75.54083713,6.27442479
9290,"(838057.0825, 1185815.4177)",54887,90236001,90236,1.0,"CL 83B 23C-345, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838057.0825,1185815.4177,-75.54068785,6.27439751
9291,"(838064.0872, 1187190.6417999999)",54894,90235002,90235,2.0,"CL 97A 24F-10, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,838064.0872,1187190.6418,-75.54062399,6.28683019
9292,"(838103.7879000001, 1181131.2959)",54902,90174006,90174,6.0,"CL 49 11C-12, Medellin",Reglamentaria,Origen-Destino,096 Horario Esp,Buenos Aires,6A,Directa Centro,Flota la V,838103.7879,1181131.2959,-75.54026786,6.23205083
9293,"(838103.7879000001, 1181131.2959)",54902,90173006,90173,6.0,"CL 49 11C-12, Medellin",Reglamentaria,Origen-Destino,96,Buenos Aires,6A,Directa Centro,Flota la V,838103.7879,1181131.2959,-75.54026786,6.23205083
9294,"(838168.2243, 1185256.0965)",54921,90335002,90335,2.0,"CR 25 x CL 77  , Medellin",Reglamentaria,Origen-Destino,085 L C,La Cruz,6D,Directa Centro,Cootracovi,838168.2243,1185256.0965,-75.53968395,6.26934094
9295,"(838184.6155, 1186275.1945)",54929,90236088,90236,88.0,"CR 23B 84B-299, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,838184.6155,1186275.1945,-75.53953542,6.27855406
9296,"(838391.5104000003, 1187997.8532)",54995,90236017,90236,17.0,"CR 23 107B-04, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838391.5104,1187997.8532,-75.53766534,6.29412761
9297,"(838487.4223000001, 1181925.6699)",55008,90281043,90281,43.0,"CR 14 56A-19, Medellin",Reglamentaria,Destino-Origen,107,San Antonio,6H,Directa Centro,Cootransvi,838487.4223,1181925.6699,-75.5368017,6.23923217
9298,"(838487.4223000001, 1181925.6699)",55008,90280036,90280,36.0,"CR 14 56A-19, Medellin",Reglamentaria,Destino-Origen,107,Ratón Pelao,6H,Directa Centro,Cootransvi,838487.4223,1181925.6699,-75.5368017,6.23923217
9299,"(838487.4223000001, 1181925.6699)",55008,90359044,90359,44.0,"CR 14 56A-19, Medellin",Reglamentaria,Destino-Origen,107,Raton Pelao Minorista,6H,Directa Centro,Cootransvi,838487.4223,1181925.6699,-75.5368017,6.23923217
9300,"(838487.4223000001, 1181925.6699)",55008,90278038,90278,38.0,"CR 14 56A-19, Medellin",Reglamentaria,Destino-Origen,107,Perlas,6H,Directa Centro,Cootransvi,838487.4223,1181925.6699,-75.5368017,6.23923217
9301,"(838487.4223000001, 1181925.6699)",55008,90357046,90357,46.0,"CR 14 56A-19, Medellin",Reglamentaria,Destino-Origen,107 ,Perlas Minorista,6H,Directa Centro,Cootransvi,838487.4223,1181925.6699,-75.5368017,6.23923217
9302,"(838487.4223000001, 1181925.6699)",55008,90279048,90279,48.0,"CR 14 56A-19, Medellin",Reglamentaria,Destino-Origen,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,838487.4223,1181925.6699,-75.5368017,6.23923217
9303,"(838511.1428, 1185388.9743)",55014,90335001,90335,1.0,"CR 24 75C-87, Medellin",Reglamentaria,Origen-Destino,085 L C,La Cruz,6D,Directa Centro,Cootracovi,838511.1428,1185388.9743,-75.53658572,6.27054206
9304,"(838547.6815, 1181376.0385)",55028,90267003,90267,3.0,"CL 54 9A-22, Medellin",Reglamentaria,Origen-Destino,93,Caicedo,6H,Directa Centro,Copatra,838547.6815,1181376.0385,-75.53625758,6.23426321
9305,"(838575.7868, 1188416.8332000005)",55036,90236020,90236,20.0,"CL 108 x CR 27B, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838575.7868,1188416.8332,-75.53600017,6.2979153
9306,"(838609.142, 1185072.0482)",55044,90232048,90232,48.0,"CR 24 x CL 72  , Medellin",Reglamentaria,Destino-Origen,085,La Honda,6D,Directa Centro,Cootracovi,838609.142,1185072.0482,-75.53570048,6.26767685
9307,"(838609.142, 1185072.0482)",55044,90337044,90337,44.0,"CR 24 x CL 72  , Medellin",Reglamentaria,Destino-Origen,085 L H MINO,La Honda Minorista,6D,Directa Centro,Cootracovi,838609.142,1185072.0482,-75.53570048,6.26767685
9308,"(838634.94, 1184999.1903)",55050,90232003,90232,3.0,"CR 24 71B-45, Medellin",Reglamentaria,Origen-Destino,085,La Honda,6D,Directa Centro,Cootracovi,838634.94,1184999.1903,-75.53546744,6.26701817
9309,"(838634.94, 1184999.1903)",55050,90337003,90337,3.0,"CR 24 71B-45, Medellin",Reglamentaria,Origen-Destino,085 L H MINO,La Honda Minorista,6D,Directa Centro,Cootracovi,838634.94,1184999.1903,-75.53546744,6.26701817
9310,"(838209.8935000001, 1186638.3205)",54938,90236009,90236,9.0,"CR 22B 90B-48, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838209.8935,1186638.3205,-75.53930687,6.28183688
9311,"(838278.5788000001, 1186763.7996)",54957,90236010,90236,10.0,"CL 93 22B-14, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838278.5788,1186763.7996,-75.53868625,6.28297124
9312,"(838321.4973, 1182213.8801)",54963,90281003,90281,3.0,"CL 56EE 15-70, Medellin",Reglamentaria,Origen-Destino,107,San Antonio,6H,Directa Centro,Cootransvi,838321.4973,1182213.8801,-75.53830057,6.2418378
9313,"(838321.4973, 1182213.8801)",54963,90278003,90278,3.0,"CL 56EE 15-70, Medellin",Reglamentaria,Origen-Destino,107,Perlas,6H,Directa Centro,Cootransvi,838321.4973,1182213.8801,-75.53830057,6.2418378
9314,"(838321.4973, 1182213.8801)",54963,90359003,90359,3.0,"CL 56EE 15-70, Medellin",Reglamentaria,Origen-Destino,107,Raton Pelao Minorista,6H,Directa Centro,Cootransvi,838321.4973,1182213.8801,-75.53830057,6.2418378
9315,"(838321.4973, 1182213.8801)",54963,90279003,90279,3.0,"CL 56EE 15-70, Medellin",Reglamentaria,Origen-Destino,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,838321.4973,1182213.8801,-75.53830057,6.2418378
9316,"(838321.4973, 1182213.8801)",54963,90357003,90357,3.0,"CL 56EE 15-70, Medellin",Reglamentaria,Origen-Destino,107 ,Perlas Minorista,6H,Directa Centro,Cootransvi,838321.4973,1182213.8801,-75.53830057,6.2418378
9317,"(838321.4973, 1182213.8801)",54963,90280003,90280,3.0,"CL 56EE 15-70, Medellin",Reglamentaria,Origen-Destino,107,Ratón Pelao,6H,Directa Centro,Cootransvi,838321.4973,1182213.8801,-75.53830057,6.2418378
9318,"(838339.5521, 1187303.3193)",54972,90236013,90236,13.0,"CR 23 99A-28, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838339.5521,1187303.3193,-75.53813511,6.28784872
9319,"(838347.7394000001, 1187168.5038)",54977,90236012,90236,12.0,"CR 23 96-20, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,838347.7394,1187168.5038,-75.5380612,6.28662992
9320,"(838364.2604000001, 1188188.6575)",54985,90236076,90236,76.0,"CR 27B 107D-16, Medellin",Reglamentaria,Destino-Origen,57,Bello Oriente,6E,Directa Centro,Coopetransa,838364.2604,1188188.6575,-75.53791146,6.29585259
9321,"(837503.3971000001, 1180695.9836)",54658,90175007,90175,7.0,"CL 35 x CR 15C, Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,837503.3971,1180695.9836,-75.54569197,6.22811562
9322,"(837503.3971000001, 1180695.9836)",54658,90176007,90176,7.0,"CL 35 x CR 15C, Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,837503.3971,1180695.9836,-75.54569197,6.22811562
9323,"(837511.2931, 1186767.8974000001)",54665,90235050,90235,50.0,"CR 34A 92A-, Medellin",Reglamentaria,Destino-Origen,56,La Esperanza,6E,Directa Centro,Cootranscol,837511.2931,1186767.8974,-75.54561863,6.28300858
9324,"(837518.8755000001, 1184879.7421)",54671,90229002,90229,2.0,"CR 33 71-44, Medellin",Reglamentaria,Origen-Destino,81,Villa Hermosa - Derecho,6D,Directa Centro,Flota Nueva Villa,837518.8755,1184879.7421,-75.54555075,6.26593877
9325,"(837529.036, 1186671.5786000001)",54677,90235018,90235,18.0,"CR 36 91-05, Medellin",Reglamentaria,Origen-Destino,56,La Esperanza,6E,Directa Centro,Cootranscol,837529.036,1186671.5786,-75.54545835,6.28213781
9326,"(837529.036, 1186671.5786000001)",54677,90237008,90237,8.0,"CR 36 91-05, Medellin",Reglamentaria,Origen-Destino,60,Santo Domingo,6E,Directa Centro,Cootranscol,837529.036,1186671.5786,-75.54545835,6.28213781
9327,"(837529.036, 1186671.5786000001)",54677,90236030,90236,30.0,"CR 36 91-05, Medellin",Reglamentaria,Origen-Destino,57,Bello Oriente,6E,Directa Centro,Coopetransa,837529.036,1186671.5786,-75.54545835,6.28213781
9328,"(830712.6254, 1182489.3117)",55268,90286017,90286,17.0,,Reglamentaria,Origen-Destino,193i,Estadio-Bolivariana-Laureles,8A,Integrada,Autobuses Poblado Laureles,830712.6254,1182489.3117,-75.60704105,6.24432682
9329,"(831790.395, 1185303.8289)",55286,90324011,90324,11.0,Carrera 81B x Calle 54A,Reglamentaria,Origen-Destino,311i,Santa Lucia,8A,Integrada,Coonatra,831790.395,1185303.8289,-75.59730575,6.26977207
9330,"(832275.3239, 1181894.2987000002)",55267,90285015,90285,15.0,,Reglamentaria,Origen-Destino,193,Laureles Nogal # 2,8A,Directa Centro,Autobuses Poblado Laureles,832275.3239,1181894.2987,-75.59292292,6.23894856
9331,"(828586.4707, 1184582.0896)",55276,90333028,90333,28.0,,Reglamentaria,Origen-Destino,C23i,Pedregal Bajo-estación San Javier,8A,Integrada,Tax Maya,828586.4707,1184582.0896,-75.62625151,6.26324463
9332,"(837550.3267, 1185215.4759)",54692,90238015,90238,15.0,"CL 77 32-22, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,837550.3267,1185215.4759,-75.54526648,6.26897395
9333,"(837557.7686000001, 1185346.0252)",54699,90238012,90238,12.0,"CR 32 79-29, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,837557.7686,1185346.0252,-75.5451992,6.27015417
9334,"(837576.3049, 1185252.1805)",54711,90238056,90238,56.0,"CR 32 x CL 77A, Medellin",Reglamentaria,Destino-Origen,69,El Jardín,6E,Directa Centro,Coopetransa ,837576.3049,1185252.1805,-75.54503177,6.26930577
9335,"(837641.824, 1181859.3863)",54745,90281033,90281,33.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,107,San Antonio,6H,Directa Centro,Cootransvi,837641.824,1181859.3863,-75.54444101,6.23863329
9336,"(837641.824, 1181859.3863)",54745,90266031,90266,31.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma,6H,Directa Centro,Copatra,837641.824,1181859.3863,-75.54444101,6.23863329
9337,"(837641.824, 1181859.3863)",54745,90268031,90268,31.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,93,Caicedo La Toma Minorista,6H,Directa Centro,Copatra,837641.824,1181859.3863,-75.54444101,6.23863329
9338,"(837641.824, 1181859.3863)",54745,90273034,90273,34.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,95,Villatina Minorista,6H,Directa Centro,Copatra,837641.824,1181859.3863,-75.54444101,6.23863329
9339,"(837641.824, 1181859.3863)",54745,90272031,90272,31.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,95,Villatina  ,6H,Directa Centro,Copatra,837641.824,1181859.3863,-75.54444101,6.23863329
9340,"(837641.824, 1181859.3863)",54745,90267031,90267,31.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,93,Caicedo,6H,Directa Centro,Copatra,837641.824,1181859.3863,-75.54444101,6.23863329
9341,"(837641.824, 1181859.3863)",54745,90279039,90279,39.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,107,San Antonio-Minorista,6H,Directa Centro,Cootransvi,837641.824,1181859.3863,-75.54444101,6.23863329
9342,"(837641.824, 1181859.3863)",54745,90269024,90269,24.0,"CL 52 19-83, Medellin",Reglamentaria,Destino-Origen,94,Santa Lucía,6H,Directa Centro,Copatra,837641.824,1181859.3863,-75.54444101,6.23863329
9343,"(837660.5246, 1182610.3385)",54757,90241023,90241,23.0,"CL 56E 25A-07, Medellin",Reglamentaria,Destino-Origen,88,Pinar Torres,6F,Directa Centro,Cootranspinal,837660.5246,1182610.3385,-75.5442718,6.24542224
9344,"(837660.5246, 1182610.3385)",54757,90239021,90239,21.0,"CL 56E 25A-07, Medellin",Reglamentaria,Destino-Origen,87,Pinar Torres,6F,Directa Centro,Cootranspinal,837660.5246,1182610.3385,-75.5442718,6.24542224
9345,"(837795.6974, 1182089.5192)",54802,90271009,90271,9.0,"CL 56A 20B-24, Medellin",Reglamentaria,Origen-Destino,95,Perlas Minorista,6H,Directa Centro,Copatra,837795.6974,1182089.5192,-75.54305081,6.24071374
9346,"(837795.6974, 1182089.5192)",54802,90270009,90270,9.0,"CL 56A 20B-24, Medellin",Reglamentaria,Origen-Destino,95,Perlas,6H,Directa Centro,Copatra,837795.6974,1182089.5192,-75.54305081,6.24071374
9347,"(837792.5362, 1182993.344)",54808,90255014,90255,14.0,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,837792.5362,1182993.344,-75.54307903,6.24888474
9348,"(837792.5362, 1182993.344)",54808,90254020,90254,20.0,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas,6F,Directa Centro,Cootransmallat,837792.5362,1182993.344,-75.54307903,6.24888474
9349,"(837792.5362, 1182993.344)",54808,90256014,90256,14.0,"CL 56HG 20-61, Medellin",Reglamentaria,Destino-Origen,106,Tres Esquinas - Minorista horario especial,6F,Directa Centro,Cootransmallat,837792.5362,1182993.344,-75.54307903,6.24888474
9350,"(837831.7802000002, 1183359.5553000001)",54815,90251019,90251,19.0,"CR 21 59-40, Medellin",Reglamentaria,Destino-Origen,105,Golondrinas horario nocturno,6F,Directa Centro,Cootransmallat,837831.7802,1183359.5553,-75.54272435,6.25219545
