OBJECTID,Shape,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD 
4476,"(834557.5172, 1186425.8196999999)",52966,90109008,90109,8.0,"CR 65 80B-, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,834557.5172,1186425.8197,-75.57230576,6.27991634
4477,"(834557.5172, 1186425.8196999999)",52966,90119025,90119,25.0,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,834557.5172,1186425.8197,-75.57230576,6.27991634
4478,"(834557.5172, 1186425.8196999999)",52966,90118022,90118,22.0,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,834557.5172,1186425.8197,-75.57230576,6.27991634
4479,"(834557.5172, 1186425.8196999999)",52966,90107037,90107,37.0,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,261,Alfonso López Calle 94,2B,Directa Centro,Transporte Medellín Castilla ,834557.5172,1186425.8197,-75.57230576,6.27991634
4480,"(834557.5172, 1186425.8196999999)",52966,90132020,90132,20.0,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,Anillo F1 Carrera 65,Av. Greiff - Puente Horacio Toro,2B,Directa Centro,Transporte Medellín Castilla,834557.5172,1186425.8197,-75.57230576,6.27991634
4481,"(834557.5172, 1186425.8196999999)",52966,90111036,90111,36.0,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,834557.5172,1186425.8197,-75.57230576,6.27991634
4482,"(834557.5172, 1186425.8196999999)",52966,90140028,90140,28.0,"CR 65 80B-, Medellin",Reglamentaria,Destino-Origen,Anillo F3 Carrera 73,Parque Los Periodistas,2B,Directa Centro,Transporte Medellín Castilla,834557.5172,1186425.8197,-75.57230576,6.27991634
4483,"(834557.5172, 1186425.8196999999)",52966,90108008,90108,8.0,"CR 65 80B-, Medellin",Reglamentaria,Origen-Destino,261i Der,Derecha Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,834557.5172,1186425.8197,-75.57230576,6.27991634
4484,"(834559.7673000003, 1183313.2289)",52967,90115020,90115,20.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,265,Castillita,2B,Directa Centro,Transporte Medellín Castilla ,834559.7673,1183313.2289,-75.57228503,6.25177705
4485,"(834559.7673000003, 1183313.2289)",52967,90111028,90111,28.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,834559.7673,1183313.2289,-75.57228503,6.25177705
4486,"(834559.7673000003, 1183313.2289)",52967,90283036,90283,36.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,191,Laureles Éxito,8A,Directa Centro,Autobuses Poblado Laureles,834559.7673,1183313.2289,-75.57228503,6.25177705
4487,"(834559.7673000003, 1183313.2289)",52967,90214024,90214,24.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,031 P-F,Popular Ferrocarril,6C,Directa Centro,Expreso Campo Valdés,834559.7673,1183313.2289,-75.57228503,6.25177705
4488,"(834559.7673000003, 1183313.2289)",52967,90207041,90207,41.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,24,Playón de los Comuneros - Oriental,6B,Directa Centro,Transporte Aranjuez Santa Cruz,834559.7673,1183313.2289,-75.57228503,6.25177705
4489,"(834559.7673000003, 1183313.2289)",52967,90061020,90061,20.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,246C,Blanquizal Calazanía,2A,Directa Centro,Cootransblan,834559.7673,1183313.2289,-75.57228503,6.25177705
4490,"(834559.7673000003, 1183313.2289)",52967,90057022,90057,22.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,246,Blanquizal,2A,Directa Centro,Cootransblan,834559.7673,1183313.2289,-75.57228503,6.25177705
4491,"(834559.7673000003, 1183313.2289)",52967,90067024,90067,24.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,250R,Robledales,2A,Directa Centro,Palenque Robledal,834559.7673,1183313.2289,-75.57228503,6.25177705
4492,"(834559.7673000003, 1183313.2289)",52967,90172009,90172,9.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,287,Terminal de Transporte Norte,5A,Directa Centro,Autobuses Poblado Laureles,834559.7673,1183313.2289,-75.57228503,6.25177705
4493,"(834559.7673000003, 1183313.2289)",52967,90222016,90222,16.0,"CL 50 55-44, Medellin",Reglamentaria,Destino-Origen,51-52 CV-F,Campo Valdés Ferrocarril,6C,Directa Centro,Expreso Campo Valdés,834559.7673,1183313.2289,-75.57228503,6.25177705
4494,"(834564.4944, 1183858.6343)",52970,90249008,90249,8.0,"CR 56C 55-76, Medellin",Reglamentaria,Origen-Destino,105,Golondrinas - Minorista,6F,Directa Centro,Cootransmallat,834564.4944,1183858.6343,-75.57224239,6.25670778
4495,"(834564.4944, 1183858.6343)",52970,90255008,90255,8.0,"CR 56C 55-76, Medellin",Reglamentaria,Origen-Destino,106,Tres Esquinas - Minorista,6F,Directa Centro,Cootransmallat,834564.4944,1183858.6343,-75.57224239,6.25670778
4496,"(834561.7772, 1181826.4676)",52971,90011035,90011,35.0,"CR 50 x CL 37, Medellin",Reglamentaria,Destino-Origen,308,Ruta de la Salud derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,834561.7772,1181826.4676,-75.57226668,6.23833603
4497,"(834561.7772, 1181826.4676)",52971,90003038,90003,38.0,"CR 50 x CL 37, Medellin",Reglamentaria,Origen-Destino,302,Circular izquierda 302,Circular Izquierda 302,Circular,Autobuses Poblado Laureles,834561.7772,1181826.4676,-75.57226668,6.23833603
4498,"(834564.9660000005, 1188824.0044)",52972,90126013,90126,13.0,"CL 104 x CR 72A, Medellin",Reglamentaria,Origen-Destino,306B,Derecha - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834564.966,1188824.0044,-75.57223876,6.30159706
4499,"(834566.4795000001, 1181775.5041)",52973,90284019,90284,19.0,"CL 37 48-41, Medellin",Reglamentaria,Origen-Destino,192,Laureles Nogal # 1,8A,Directa Centro,Autobuses Poblado Laureles,834566.4795,1181775.5041,-75.5722242,6.2378753
4500,"(834566.4795000001, 1181775.5041)",52973,90015022,90015,22.0,"CL 37 48-41, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,834566.4795,1181775.5041,-75.5722242,6.2378753
4501,"(834574.8906, 1182614.546)",52981,90357022,90357,22.0,"CL 44 52-70, Medellin",Reglamentaria,Origen-Destino,107 ,Perlas Minorista,6H,Directa Centro,Cootransvi,834574.8906,1182614.546,-75.57214831,6.24546063
4502,"(834574.8906, 1182614.546)",52981,90227012,90227,12.0,"CL 44 52-70, Medellin",Reglamentaria,Origen-Destino,080 V-M,Villa Hermosa - La Mansión,6D,Directa Centro,Flota Nueva Villa,834574.8906,1182614.546,-75.57214831,6.24546063
4503,"(834574.8906, 1182614.546)",52981,90226012,90226,12.0,"CL 44 52-70, Medellin",Reglamentaria,Origen-Destino,080 V-33,Villa Hermosa - La Mansión-Directa La 33,6D,Directa Centro,Flota Nueva Villa,834574.8906,1182614.546,-75.57214831,6.24546063
4504,"(834574.8906, 1182614.546)",52981,90297019,90297,19.0,"CL 44 52-70, Medellin",Reglamentaria,Destino-Origen,202,Santa Mónica-Oriental,8A,Directa Centro,Conducciones América,834574.8906,1182614.546,-75.57214831,6.24546063
4505,"(834574.8906, 1182614.546)",52981,90343009,90343,9.0,"CL 44 52-70, Medellin",Reglamentaria,Origen-Destino,111,El Salvador Barrio Nacional,6A,Directa Centro,Flota la Milagrosa,834574.8906,1182614.546,-75.57214831,6.24546063
4506,"(834574.8906, 1182614.546)",52981,90359021,90359,21.0,"CL 44 52-70, Medellin",Reglamentaria,Origen-Destino,107,Raton Pelao Minorista,6H,Directa Centro,Cootransvi,834574.8906,1182614.546,-75.57214831,6.24546063
4507,"(834579.2367, 1186415.2178000002)",52984,90140011,90140,11.0,"CR 64C 65-80, Medellin",Reglamentaria,Origen-Destino,Anillo F3 Carrera 73,Parque Los Periodistas,2B,Directa Centro,Transporte Medellín Castilla,834579.2367,1186415.2178,-75.57210952,6.2798205
4508,"(834579.6772, 1183072.1213000002)",52985,90229013,90229,13.0,"CR 54 48-35, Medellin",Reglamentaria,Origen-Destino,81,Villa Hermosa - Derecho,6D,Directa Centro,Flota Nueva Villa,834579.6772,1183072.1213,-75.57210513,6.24959733
4509,"(834579.6772, 1183072.1213000002)",52985,90288029,90288,29.0,"CR 54 48-35, Medellin",Reglamentaria,Destino-Origen,195,Simón Bolívar-Unicentro-Centro,8A,Directa Centro,Tax Maya,834579.6772,1183072.1213,-75.57210513,6.24959733
4510,"(834579.6772, 1183072.1213000002)",52985,90141019,90141,19.0,"CR 54 48-35, Medellin",Reglamentaria,Origen-Destino,170,Belén Las Playas,3A,Directa Centro,Cootrabel,834579.6772,1183072.1213,-75.57210513,6.24959733
4511,"(834579.6772, 1183072.1213000002)",52985,90117021,90117,21.0,"CR 54 48-35, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,834579.6772,1183072.1213,-75.57210513,6.24959733
4512,"(834583.1905000006, 1187073.3501)",52988,90115029,90115,29.0,"CR 66 92CC-12, Medellin",Reglamentaria,Destino-Origen,265,Castillita,2B,Directa Centro,Transporte Medellín Castilla ,834583.1905,1187073.3501,-75.57207388,6.28577032
4513,"(834586.2132, 1187044.2274)",52989,90109009,90109,9.0,"CR 66 92C-12, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,834586.2132,1187044.2274,-75.57204657,6.28550704
4514,"(834587.7789, 1189246.5843000002)",52990,90104052,90104,52.0,"CR 76 x CL 104C, Medellin",Reglamentaria,Destino-Origen,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,834587.7789,1189246.5843,-75.57203269,6.30541738
4515,"(834587.8441, 1181802.4596)",52991,90284030,90284,30.0,"CL 37 48-02, Medellin",Reglamentaria,Destino-Origen,192,Laureles Nogal # 1,8A,Directa Centro,Autobuses Poblado Laureles,834587.8441,1181802.4596,-75.57203119,6.23811899
4516,"(834590.0429, 1189347.2593999999)",52993,90104006,90104,6.0,"CR 76 107A-19, Medellin",Reglamentaria,Origen-Destino,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,834590.0429,1189347.2594,-75.57201225,6.30632753
4517,"(834590.8859, 1189549.4142)",52994,90122004,90122,4.0,"CR 76 110-07, Medellin",Reglamentaria,Origen-Destino,283i,Florencia-estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,834590.8859,1189549.4142,-75.57200466,6.30815511
4518,"(834590.8859, 1189549.4142)",52994,90104005,90104,5.0,"CR 76 110-07, Medellin",Reglamentaria,Origen-Destino,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,834590.8859,1189549.4142,-75.57200466,6.30815511
4519,"(834595.1267000001, 1186815.8165)",52995,90131010,90131,10.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,Anillo 3H Carrera 65 Horario Esp,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834595.1267,1186815.8165,-75.57196601,6.2834421
4520,"(834595.1267000001, 1186815.8165)",52995,90128009,90128,9.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,Anillo 1 Carrera 65,Carabobo - Av. de Greiff,2B,Directa Centro,Transporte Medellín Castilla,834595.1267,1186815.8165,-75.57196601,6.2834421
4521,"(834595.1267000001, 1186815.8165)",52995,90125053,90125,53.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Destino-Origen,306A,Izquierda - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834595.1267,1186815.8165,-75.57196601,6.2834421
4522,"(834595.1267000001, 1186815.8165)",52995,90119013,90119,13.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,834595.1267,1186815.8165,-75.57196601,6.2834421
4523,"(834595.1267000001, 1186815.8165)",52995,90130009,90130,9.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,Anillo 3H Carrera 65,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834595.1267,1186815.8165,-75.57196601,6.2834421
4524,"(834595.1267000001, 1186815.8165)",52995,90129009,90129,9.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,Anillo 3AH Carrera 65,Alpujarra - Oriental sentido antihorario,2B,Directa Centro,Transporte Medellín Castilla,834595.1267,1186815.8165,-75.57196601,6.2834421
4525,"(834595.1267000001, 1186815.8165)",52995,90132009,90132,9.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,Anillo F1 Carrera 65,Av. Greiff - Puente Horacio Toro,2B,Directa Centro,Transporte Medellín Castilla,834595.1267,1186815.8165,-75.57196601,6.2834421
4526,"(834595.1267000001, 1186815.8165)",52995,90134009,90134,9.0,"CR 65 x CL 91C, Medellin",Reglamentaria,Origen-Destino,Anillo F3 Carrera 65,Parque Los Periodistas,2B,Directa Centro,Transporte Medellín Castilla,834595.1267,1186815.8165,-75.57196601,6.2834421
4527,"(834592.0098000005, 1177925.1051)",52997,90010031,90010,31.0,"CR 43A 1 Sur-31, Medellin",Reglamentaria,Origen-Destino,305,Comercial Hotelera izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,834592.0098,1177925.1051,-75.57199308,6.20306588
4528,"(834592.3785, 1184591.8184)",52999,90172011,90172,11.0,"CR 62 x CL 64  , Medellin",Reglamentaria,Destino-Origen,287,Terminal de Transporte Norte,5A,Directa Centro,Autobuses Poblado Laureles,834592.3785,1184591.8184,-75.57199056,6.26333611
4529,"(834592.852, 1189662.4562)",53001,90117003,90117,3.0,"CL 112 76-29, Medellin",Reglamentaria,Origen-Destino,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,834592.852,1189662.4562,-75.57198691,6.30917706
4530,"(834592.852, 1189662.4562)",53001,90118003,90118,3.0,"CL 112 76-29, Medellin",Reglamentaria,Origen-Destino,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,834592.852,1189662.4562,-75.57198691,6.30917706
4531,"(834594.2869000005, 1189674.3813999998)",53002,90117040,90117,40.0,"CL 112 76-28, Medellin",Reglamentaria,Destino-Origen,280,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,834594.2869,1189674.3814,-75.57197394,6.30928487
4532,"(834594.2869000005, 1189674.3813999998)",53002,90104054,90104,54.0,"CL 112 76-28, Medellin",Reglamentaria,Destino-Origen,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,834594.2869,1189674.3814,-75.57197394,6.30928487
4533,"(834594.2869000005, 1189674.3813999998)",53002,90118032,90118,32.0,"CL 112 76-28, Medellin",Reglamentaria,Destino-Origen,280 Directa,Santander - Carrera 73,2B,Directa Centro,Transporte Medellín Castilla ,834594.2869,1189674.3814,-75.57197394,6.30928487
4534,"(834594.9944, 1187955.4662000004)",53003,90111014,90111,14.0,"CR 69 x CL 97, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,834594.9944,1187955.4662,-75.57196734,6.29374507
4535,"(834605.8097, 1186377.7208000002)",53010,90096017,90096,17.0,"CR 64C 78-344, Medellin",Reglamentaria,Origen-Destino,260i,Seminario integrada,2A,Integrada,Palenque Robledal,834605.8097,1186377.7208,-75.57186943,6.27948151
4536,"(834608.2024, 1186395.0349)",53011,90125056,90125,56.0,"CR 64C 78-344, Medellin",Reglamentaria,Destino-Origen,306A,Izquierda - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834608.2024,1186395.0349,-75.57184782,6.27963804
4537,"(834608.2024, 1186395.0349)",53011,90133019,90133,19.0,"CR 64C 78-344, Medellin",Reglamentaria,Destino-Origen,Anillo F2 Carrera 65,Av. Regional - San Diego,2B,Directa Centro,Transporte Medellín Castilla,834608.2024,1186395.0349,-75.57184782,6.27963804
4538,"(834608.2024, 1186395.0349)",53011,90126058,90126,58.0,"CR 64C 78-344, Medellin",Reglamentaria,Destino-Origen,306B,Derecha - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834608.2024,1186395.0349,-75.57184782,6.27963804
4539,"(834624.1756, 1178329.1982)",53016,90010030,90010,30.0,"CR 43A 5A-31, Medellin",Reglamentaria,Origen-Destino,305,Comercial Hotelera izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,834624.1756,1178329.1982,-75.57170256,6.20671907
4540,"(834624.4656, 1187267.1792000001)",53017,90109010,90109,10.0,"CR 66 x CL 93, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,834624.4656,1187267.1792,-75.57170098,6.28752263
4541,"(834632.7957, 1183376.7732000002)",53019,90203028,90203,28.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,22,Santa Cruz - Terminal,6B,Directa Centro,Transporte Aranjuez Santa Cruz,834632.7957,1183376.7732,-75.57162527,6.25235153
4542,"(834632.7957, 1183376.7732000002)",53019,90202039,90202,39.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,6,La Francia,6B,Directa Centro,Transconor,834632.7957,1183376.7732,-75.57162527,6.25235153
4543,"(834632.7957, 1183376.7732000002)",53019,90059015,90059,15.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,246D,Blanquizal Calazanía directa,2A,Directa Centro,Cootransblan,834632.7957,1183376.7732,-75.57162527,6.25235153
4544,"(834632.7957, 1183376.7732000002)",53019,90071026,90071,26.0,"CR 55 51-31, Medellin",Reglamentaria,Destino-Origen,250AH,La Huerta,2A,Directa Centro,Palenque Robledal,834632.7957,1183376.7732,-75.57162527,6.25235153
4545,"(834632.7957, 1183376.7732000002)",53019,90070032,90070,32.0,"CR 55 51-31, Medellin",Reglamentaria,Destino-Origen,250VF,Robledo Villa Flora,2A,Directa Centro,Palenque Robledal,834632.7957,1183376.7732,-75.57162527,6.25235153
4546,"(834632.7957, 1183376.7732000002)",53019,90294025,90294,25.0,"CR 55 51-31, Medellin",Reglamentaria,Destino-Origen,201B,Corazón-Plaza Minorista,8A,Directa Centro,Conducciones América,834632.7957,1183376.7732,-75.57162527,6.25235153
4547,"(834632.7957, 1183376.7732000002)",53019,90077024,90077,24.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,253I,Aures izquierda,2A,Directa Centro,Palenque Robledal,834632.7957,1183376.7732,-75.57162527,6.25235153
4548,"(834632.7957, 1183376.7732000002)",53019,90073028,90073,28.0,"CR 55 51-31, Medellin",Reglamentaria,Destino-Origen,250AP,Pajarito,2A,Directa Centro,Palenque Robledal,834632.7957,1183376.7732,-75.57162527,6.25235153
4549,"(834632.7957, 1183376.7732000002)",53019,90076024,90076,24.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,253D,Aures derecha,2A,Directa Centro,Palenque Robledal,834632.7957,1183376.7732,-75.57162527,6.25235153
4550,"(834632.7957, 1183376.7732000002)",53019,90057019,90057,19.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,246,Blanquizal,2A,Directa Centro,Cootransblan,834632.7957,1183376.7732,-75.57162527,6.25235153
4551,"(834632.7957, 1183376.7732000002)",53019,90365021,90365,21.0,"CR 55 51-31, Medellin",Reglamentaria,Destino-Origen,250VF_C,Villa Flora-Curazao,2A,Directa Centro,Palenque Robledal,834632.7957,1183376.7732,-75.57162527,6.25235153
4552,"(834632.7957, 1183376.7732000002)",53019,90206036,90206,36.0,"CR 55 51-31, Medellin",Reglamentaria,Origen-Destino,24,Playón de los Comuneros,6B,Directa Centro,Transporte Aranjuez Santa Cruz,834632.7957,1183376.7732,-75.57162527,6.25235153
4553,"(834628.0348, 1183812.1757)",53022,90059014,90059,14.0,"CR 56 x CL 56, Medellin",Reglamentaria,Origen-Destino,246D,Blanquizal Calazanía directa,2A,Directa Centro,Cootransblan,834628.0348,1183812.1757,-75.57166833,6.25628777
4554,"(834629.4195000005, 1183175.8331)",53023,90301020,90301,20.0,"CR 54 49-71, Medellin",Reglamentaria,Destino-Origen,220,San Javier-Eduardo Santos-Oriental,8A,Directa Centro,Conducciones América,834629.4195,1183175.8331,-75.57165575,6.25053494
4555,"(834629.4195000005, 1183175.8331)",53023,90175019,90175,19.0,"CR 54 49-71, Medellin",Reglamentaria,Origen-Destino,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,834629.4195,1183175.8331,-75.57165575,6.25053494
4556,"(834629.4195000005, 1183175.8331)",53023,90215025,90215,25.0,"CR 54 49-71, Medellin",Reglamentaria,Origen-Destino,031 P-SD,Popular Centro San Diego,6C,Directa Centro,Expreso Campo Valdés,834629.4195,1183175.8331,-75.57165575,6.25053494
4557,"(834629.4195000005, 1183175.8331)",53023,90224014,90224,14.0,"CR 54 49-71, Medellin",Reglamentaria,Origen-Destino,51-52 CV-SD,Campo Valdés San Diego,6C,Directa Centro,Expreso Campo Valdés,834629.4195,1183175.8331,-75.57165575,6.25053494
4558,"(834629.4195000005, 1183175.8331)",53023,90176020,90176,20.0,"CR 54 49-71, Medellin",Reglamentaria,Destino-Origen,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,834629.4195,1183175.8331,-75.57165575,6.25053494
4559,"(834629.4195000005, 1183175.8331)",53023,90212025,90212,25.0,"CR 54 49-71, Medellin",Reglamentaria,Origen-Destino,031 P-C,Popular Centro,6C,Directa Centro,Expreso Campo Valdés,834629.4195,1183175.8331,-75.57165575,6.25053494
4560,"(834629.4195000005, 1183175.8331)",53023,90299023,90299,23.0,"CR 54 49-71, Medellin",Reglamentaria,Destino-Origen,203 Belencito,Belencito-Corazón-Oriental,8A,Directa Centro,Conducciones América,834629.4195,1183175.8331,-75.57165575,6.25053494
4561,"(834629.4195000005, 1183175.8331)",53023,90291022,90291,22.0,"CR 54 49-71, Medellin",Reglamentaria,Destino-Origen,200,Barrio Cristóbal-Oriental,8A,Directa Centro,Conducciones América,834629.4195,1183175.8331,-75.57165575,6.25053494
4562,"(834629.4195000005, 1183175.8331)",53023,90220015,90220,15.0,"CR 54 49-71, Medellin",Reglamentaria,Origen-Destino,51-52 CV-C,Campo Valdés Centro,6C,Directa Centro,Expreso Campo Valdés,834629.4195,1183175.8331,-75.57165575,6.25053494
4563,"(834633.2678, 1189712.6990999999)",53024,90122022,90122,22.0,"CR 76 112-47, Medellin",Reglamentaria,Destino-Origen,283i,Florencia-estación Acevedo,2B,Integrada,Transporte Medellín Castilla ,834633.2678,1189712.6991,-75.57162174,6.30963129
4564,"(834633.5962, 1185344.8979)",53025,90172003,90172,3.0,"CR 64 x CL 67, Medellin",Reglamentaria,Origen-Destino,287,Terminal de Transporte Norte,5A,Directa Centro,Autobuses Poblado Laureles,834633.5962,1185344.8979,-75.57161827,6.27014431
4565,"(834636.0567, 1183270.1881)",53026,90285035,90285,35.0,"CL 50 54-42, Medellin",Reglamentaria,Destino-Origen,193,Laureles Nogal # 2,8A,Directa Centro,Autobuses Poblado Laureles,834636.0567,1183270.1881,-75.5715958,6.25138795
4566,"(834636.0567, 1183270.1881)",53026,90203032,90203,32.0,"CL 50 54-42, Medellin",Reglamentaria,Destino-Origen,22,Santa Cruz - Terminal,6B,Directa Centro,Transporte Aranjuez Santa Cruz,834636.0567,1183270.1881,-75.5715958,6.25138795
4567,"(834636.0567, 1183270.1881)",53026,90015037,90015,37.0,"CL 50 54-42, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,834636.0567,1183270.1881,-75.5715958,6.25138795
4568,"(834639.8501000002, 1187957.3069000002)",53028,90113014,90113,14.0,"CL 98 68-51, Medellin",Reglamentaria,Origen-Destino,263i,12 de Octubre - Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,834639.8501,1187957.3069,-75.57156206,6.29376172
4569,"(834640.7361, 1183833.0195)",53029,90143037,90143,37.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,172,Belén La Gloria,3A,Directa Centro,Cootrabel,834640.7361,1183833.0195,-75.57155359,6.25647621
4570,"(834640.7361, 1183833.0195)",53029,90235034,90235,34.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,56,La Esperanza,6E,Directa Centro,Cootranscol,834640.7361,1183833.0195,-75.57155359,6.25647621
4571,"(834640.7361, 1183833.0195)",53029,90218023,90218,23.0,"CR 56 x CL 56, Medellin",Reglamentaria,Origen-Destino,37 - 39,Ferrocarril Minorista,6C,Directa Centro,Autocol,834640.7361,1183833.0195,-75.57155359,6.25647621
4572,"(834640.7361, 1183833.0195)",53029,90097022,90097,22.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,260BR,Brisas,2A,Directa Centro,Palenque Robledal,834640.7361,1183833.0195,-75.57155359,6.25647621
4573,"(834640.7361, 1183833.0195)",53029,90094024,90094,24.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,260CL,Clínica,2A,Directa Centro,Palenque Robledal,834640.7361,1183833.0195,-75.57155359,6.25647621
4574,"(834640.7361, 1183833.0195)",53029,90306026,90306,26.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,223,San Javier La Loma-Minorista,8A,Directa Centro,Conducciones América,834640.7361,1183833.0195,-75.57155359,6.25647621
4575,"(834640.7361, 1183833.0195)",53029,90098024,90098,24.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,260T,Torres,2A,Directa Centro,Palenque Robledal,834640.7361,1183833.0195,-75.57155359,6.25647621
4576,"(834640.7361, 1183833.0195)",53029,90095026,90095,26.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,260C,Córdoba,2A,Directa Centro,Palenque Robledal,834640.7361,1183833.0195,-75.57155359,6.25647621
4577,"(834640.7361, 1183833.0195)",53029,90059019,90059,19.0,"CR 56 x CL 56, Medellin",Reglamentaria,Destino-Origen,246D,Blanquizal Calazanía directa,2A,Directa Centro,Cootransblan,834640.7361,1183833.0195,-75.57155359,6.25647621
4578,"(834653.8566000005, 1183094.6033)",53033,90285031,90285,31.0,"CL 49 53-63, Medellin",Reglamentaria,Origen-Destino,193,Laureles Nogal # 2,8A,Directa Centro,Autobuses Poblado Laureles,834653.8566,1183094.6033,-75.57143497,6.24980059
4579,"(834657.5302000005, 1186875.5285)",53036,90131035,90131,35.0,"CR 65 x CL 91D, Medellin",Reglamentaria,Destino-Origen,Anillo 3H Carrera 65 Horario Esp,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834657.5302,1186875.5285,-75.5714022,6.28398193
4580,"(834657.5302000005, 1186875.5285)",53036,90130034,90130,34.0,"CR 65 x CL 91D, Medellin",Reglamentaria,Destino-Origen,Anillo 3H Carrera 65,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834657.5302,1186875.5285,-75.5714022,6.28398193
